;CrimeId;OriginalCrimeTypeName;OffenseDate;CallDateTime;Disposition;Address;City;State;AgencyId;AddressType
1410;160922496;TRAFFIC STOP;2016-04-01;2016-04-01 16:31:00;ADV;19Th Av/Judah St;San Francisco;CA;1;INTERSECTION
1411;160922497;22500E;2016-04-01;2016-04-01 16:30:00;CIT;600 Block Of Steiner St;San Francisco;CA;1;PREMISE ADDRESS
1412;160922498;TRAFFIC STOP;2016-04-01;2016-04-01 16:32:00;CIT;Ingalls St/Armstrong Av;San Francisco;CA;1;INTERSECTION
1413;160922499;AGGRESSIVE;2016-04-01;2016-04-01 16:31:00;NOT RECORDED;1400 Block Of Grant Av;San Francisco;CA;1;PREMISE ADDRESS
1414;160922500;JO;2016-04-01;2016-04-01 16:32:00;HAN;1500 Block Of Grant Av;San Francisco;CA;1;PREMISE ADDRESS
1415;160922501;22500E;2016-04-01;2016-04-01 16:32:00;HAN;800 Block Of Monterey Bl;San Francisco;CA;1;PREMISE ADDRESS
1416;160922502;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:34:00;ND;100 Block Of Clay St;San Francisco;CA;1;COMMON LOCATION
1417;160922503;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:33:00;ADV;4200 Block Of 17Th St;San Francisco;CA;1;PREMISE ADDRESS
1418;160922504;FRAUD;2016-04-01;2016-04-01 16:33:00;REP;1700 Block Of Lombard St;San Francisco;CA;1;PREMISE ADDRESS
1419;160922505;TRAFFIC STOP;2016-04-01;2016-04-01 16:34:00;CIT;500 Block Of Cole St;San Francisco;CA;1;PREMISE ADDRESS
1420;160922507;MUNI INSPECTION;2016-04-01;2016-04-01 16:34:00;NOT RECORDED;Mark Twain Pl/Sansome St;San Francisco;CA;1;INTERSECTION
1421;160922508;POSS 5150;2016-04-01;2016-04-01 16:30:00;HAN;500 Block Of Duboce Av;San Francisco;CA;1;PREMISE ADDRESS
1422;160922509;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:35:00;CIT;Caledonia St/16Th St;San Francisco;CA;1;INTERSECTION
1423;160922510;THREATS / HARASSMENT;2016-04-01;2016-04-01 16:29:00;GOA;200 Block Of Beach St;San Francisco;CA;1;PREMISE ADDRESS
1424;160922511;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:35:00;ADV;0 Block Of United Nations Pz;San Francisco;CA;1;PREMISE ADDRESS
1425;160922513;PASSING CALL;2016-04-01;2016-04-01 16:35:00;HAN;Duboce Triangle;Not Recorded;CA;1;GEO-OVERRIDE
1426;160922514;PASSING CALL;2016-04-01;2016-04-01 16:35:00;REP;24Th St/Mission St;San Francisco;CA;1;INTERSECTION
1427;160922517;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:36:00;ADV;21St St/Shotwell St;San Francisco;CA;1;INTERSECTION
1428;160922518;VEH ACCIDENT;2016-04-01;2016-04-01 16:37:00;REP;500 Block Of 9Th St;San Francisco;CA;1;PREMISE ADDRESS
1429;160922519;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:37:00;ADV;400 Block Of Columbus Av;San Francisco;CA;1;PREMISE ADDRESS
1430;160922521;TRAFFIC STOP;2016-04-01;2016-04-01 16:37:00;CIT;Berry St/7Th St;San Francisco;CA;1;INTERSECTION
1431;160922522;POSS;2016-04-01;2016-04-01 16:35:00;UTL;4900 Block Of California St;San Francisco;CA;1;PREMISE ADDRESS
1432;160922524;TRAFFIC STOP;2016-04-01;2016-04-01 16:39:00;CIT;17Th St/Potrero Av;San Francisco;CA;1;INTERSECTION
1433;160922525;TRAFFIC STOP;2016-04-01;2016-04-01 16:39:00;CIT;Market St/Eureka St;San Francisco;CA;1;INTERSECTION
1434;160922529;STRONGARM ROBBERY;2016-04-01;2016-04-01 16:39:00;UTL;5500 Block Of 3Rd St;San Francisco;CA;1;PREMISE ADDRESS
1435;160922531;FIGHT NO WEAPON DV;2016-04-01;2016-04-01 16:40:00;22;Golden Gate Av/Jones St;San Francisco;CA;1;INTERSECTION
1436;160922532;PED;2016-04-01;2016-04-01 16:40:00;REP;29Th St/Mission St;San Francisco;CA;1;INTERSECTION
1437;160922534;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:41:00;HAN;500 Blk Stevenson St;San Francisco;CA;1;GEO-OVERRIDE
1438;160922535;TRAFFIC STOP;2016-04-01;2016-04-01 16:41:00;CIT;Mission St/5Th St;San Francisco;CA;1;INTERSECTION
1439;160922537;22500E;2016-04-01;2016-04-01 16:42:00;CIT;2600 Block Of Greenwich St;San Francisco;CA;1;PREMISE ADDRESS
1440;160922538;MUNI INSPECTION;2016-04-01;2016-04-01 16:42:00;NOT RECORDED;Market St/Montgomery St;San Francisco;CA;1;INTERSECTION
1441;160922541;TRAFFIC STOP;2016-04-01;2016-04-01 16:43:00;CIT;14Th St/Valencia St;San Francisco;CA;1;INTERSECTION
1442;160922543;TRAFFIC STOP;2016-04-01;2016-04-01 16:44:00;CIT;Mission St/22Nd St;San Francisco;CA;1;INTERSECTION
1443;160922545;FIGHT NO WEAPON;2016-04-01;2016-04-01 16:44:00;CAN;800 Block Of Polk St;San Francisco;CA;1;PREMISE ADDRESS
1444;160922547;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:45:00;ADV;Ellis St/Jones St;San Francisco;CA;1;INTERSECTION
1445;160922549;COMPLAINT UNKN;2016-04-01;2016-04-01 16:43:00;NOT RECORDED;0 Block Of United Nations Pz;San Francisco;CA;1;COMMON LOCATION
1446;160922550;PETTY THEFT;2016-04-01;2016-04-01 16:36:00;ADV;100 Block Of 4Th St;San Francisco;CA;1;COMMON LOCATION
1447;160922553;MUNI INSPECTION;2016-04-01;2016-04-01 16:47:00;NOT RECORDED;Market St/Kearny St;San Francisco;CA;1;INTERSECTION
1448;160922554;ASSAULT / BATTERY;2016-04-01;2016-04-01 16:46:00;REP;1100 Block Of Larkin St;San Francisco;CA;1;PREMISE ADDRESS
1449;160922556;PEPPER SPRAY;2016-04-01;2016-04-01 16:45:00;NOM;0 Block Of United Nations Pz;San Francisco;CA;1;COMMON LOCATION
1450;160922558;AUDIBLE ALARM;2016-04-01;2016-04-01 16:47:00;PAS;1400 Block Of Scott St;San Francisco;CA;1;COMMON LOCATION
1451;160922559;HR VEH ACCIDENT;2016-04-01;2016-04-01 16:46:00;ADV;4800 Block Of Mission St;San Francisco;CA;1;PREMISE ADDRESS
1452;160922561;PASSING CALL;2016-04-01;2016-04-01 16:49:00;NOT RECORDED;1100 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1453;160922564;TRAFFIC STOP;2016-04-01;2016-04-01 16:49:00;ADV;25Th St/Connecticut St;San Francisco;CA;1;INTERSECTION
1454;160922565;STRONGARM ROBBERY;2016-04-01;2016-04-01 16:49:00;REP;300 Block Of Eddy St;San Francisco;CA;1;COMMON LOCATION
1455;160922566;PASSING CALL;2016-04-01;2016-04-01 16:50:00;HAN;46Th Av/Judah St;San Francisco;CA;1;INTERSECTION
1456;160922567;FRAUD;2016-04-01;2016-04-01 16:50:00;REP;2300 Block Of 24Th Av;San Francisco;CA;1;COMMON LOCATION
1457;160922569;800;2016-04-01;2016-04-01 16:49:00;HAN;3300 Block Of 18Th St;San Francisco;CA;1;PREMISE ADDRESS
1458;160922571;INJURY VEH ACCIDENT;2016-04-01;2016-04-01 16:50:00;HAN;Eugenia Av/Coleridge St;San Francisco;CA;1;INTERSECTION
1459;160922574;PASSING CALL;2016-04-01;2016-04-01 16:52:00;HAN;Market St/The Embarcadero Nor;San Francisco;CA;1;INTERSECTION
1460;160922578;DEMO / PROTEST;2016-04-01;2016-04-01 16:53:00;NOT RECORDED;600 Block Of Valencia St;San Francisco;CA;1;COMMON LOCATION
1461;160922579;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:53:00;ADV;6Th St/Mission St;San Francisco;CA;1;INTERSECTION
1462;160922580;ASSAULT / BATTERY;2016-04-01;2016-04-01 16:53:00;NOT RECORDED;18Th St/Mission St;San Francisco;CA;1;INTERSECTION
1463;160922581;SUSPICIOUS PERSON;2016-04-01;2016-04-01 16:54:00;CIT;Taylor St/Turk St;San Francisco;CA;1;INTERSECTION
1464;160922582;FRAUD;2016-04-01;2016-04-01 16:54:00;REP;300 Block Of Eddy St;San Francisco;CA;1;COMMON LOCATION
1465;160922584;PASSING CALL;2016-04-01;2016-04-01 16:55:00;NOT RECORDED;200 Block Of 3Rd St;San Francisco;CA;1;COMMON LOCATION
1466;160922585;MENTALLY DISTURBED;2016-04-01;2016-04-01 16:53:00;GOA;16Th St/Shotwell St;San Francisco;CA;1;INTERSECTION
1467;160922586;594;2016-04-01;2016-04-01 16:53:00;HAN;2800 Block Of Mission St;San Francisco;CA;1;PREMISE ADDRESS
1468;160922587;WELL BEING CHECK;2016-04-01;2016-04-01 16:51:00;HAN;2600 Block Of Market St;San Francisco;CA;1;PREMISE ADDRESS
1469;160922588;HOMELESS COMPLAINT;2016-04-01;2016-04-01 16:55:00;ADV;18Th St/Castro St;San Francisco;CA;1;INTERSECTION
1470;160922591;TRAFFIC STOP;2016-04-01;2016-04-01 16:56:00;CIT;Harrison St/4Th St;San Francisco;CA;1;INTERSECTION
1471;160922594;222;2016-04-01;2016-04-01 16:56:00;GOA;Hyde St/Golden Gate Av;San Francisco;CA;1;INTERSECTION
1472;160922595;PASSING CALL;2016-04-01;2016-04-01 16:58:00;HAN;100 Block Of Collingwood St;San Francisco;CA;1;COMMON LOCATION
1473;160922598;SUSP;2016-04-01;2016-04-01 16:57:00;NOM;200 Block Of Post St;San Francisco;CA;1;PREMISE ADDRESS
1474;160922599;PASSING CALL;2016-04-01;2016-04-01 16:59:00;HAN;2400 Block Of Mission St;San Francisco;CA;1;PREMISE ADDRESS
1475;160922600;MUNI INSPECTION;2016-04-01;2016-04-01 16:59:00;NOT RECORDED;Market St/Ofarrell St;San Francisco;CA;1;INTERSECTION
1476;160922601;TRAFFIC STOP;2016-04-01;2016-04-01 16:59:00;CIT;Palou Av/Jennings St;San Francisco;CA;1;INTERSECTION
1477;160922603;MUNI INSPECTION;2016-04-01;2016-04-01 17:00:00;HAN;Market St/Davis St;San Francisco;CA;1;INTERSECTION
1478;160922604;TRAFFIC STOP;2016-04-01;2016-04-01 17:00:00;CIT;Mission St/22Nd St;San Francisco;CA;1;INTERSECTION
1479;160922605;WELL BEING CHECK;2016-04-01;2016-04-01 16:59:00;HAN;0 Block Of Grove St;San Francisco;CA;1;PREMISE ADDRESS
1480;160922606;AGGRESSIVE;2016-04-01;2016-04-01 17:00:00;GOA;100 Block Of Mason St;San Francisco;CA;1;PREMISE ADDRESS
1481;160922608;FIGHT NO WEAPON;2016-04-01;2016-04-01 17:00:00;GOA;1000 Block Of Polk St;San Francisco;CA;1;COMMON LOCATION
1482;160922609;FRAUD;2016-04-01;2016-04-01 17:02:00;REP;800 Block Of Ashbury St;San Francisco;CA;1;PREMISE ADDRESS
1483;160922610;PASSING CALL;2016-04-01;2016-04-01 17:02:00;HAN;Mission St/2Nd St;San Francisco;CA;1;INTERSECTION
1484;160922611;PASSING CALL;2016-04-01;2016-04-01 17:02:00;NOT RECORDED;900 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1485;160922613;GRAND THEFT;2016-04-01;2016-04-01 16:56:00;UTL;800 Block Of Kearny St;San Francisco;CA;1;PREMISE ADDRESS
1486;160922615;487;2016-04-01;2016-04-01 17:02:00;REP;900 Block Of Market St;San Francisco;CA;1;PREMISE ADDRESS
1487;160922619;RETURN;2016-04-01;2016-04-01 17:04:00;REP;400 Block Of Woodside Av;San Francisco;CA;1;PREMISE ADDRESS
1488;160922620;368CA POSS;2016-04-01;2016-04-01 17:03:00;HAN;800 Block Of Russia Av;San Francisco;CA;1;PREMISE ADDRESS
1489;160922622;PASSING CALL;2016-04-01;2016-04-01 17:05:00;HAN;Market St/1St St;San Francisco;CA;1;INTERSECTION
1490;160922624;WELL BEING CHECK;2016-04-01;2016-04-01 17:04:00;HAN;4900 Block Of California St;San Francisco;CA;1;PREMISE ADDRESS
1491;160922626;SUSP INFO;2016-04-01;2016-04-01 17:03:00;REP;100 Block Of 7Th St;San Francisco;CA;1;PREMISE ADDRESS
1492;160922628;PASSING CALL;2016-04-01;2016-04-01 17:07:00;HAN;100 Block Of Christmas Tree Point Rd;San Francisco;CA;1;COMMON LOCATION
1493;160922631;470;2016-04-01;2016-04-01 17:05:00;GOA;200 Block Of Jefferson St;San Francisco;CA;1;PREMISE ADDRESS
1494;160922632;MEET W/CITIZEN;2016-04-01;2016-04-01 17:07:00;REP;200 Block Of Bluxome St;San Francisco;CA;1;PREMISE ADDRESS
1495;160922634;RINGING DOORBELL;2016-04-01;2016-04-01 17:06:00;GOA;700 Block Of Faxon Av;San Francisco;CA;1;PREMISE ADDRESS
1496;160922636;MUNI INSPECTION;2016-04-01;2016-04-01 17:08:00;HAN;Market St/Montgomery St;San Francisco;CA;1;INTERSECTION
1497;160922639;TRAFFIC STOP;2016-04-01;2016-04-01 17:08:00;HAN;Palou Av/Jennings St;San Francisco;CA;1;INTERSECTION
1498;160922640;22500I;2016-04-01;2016-04-01 17:07:00;CIT;200 Block Of Fremont St;San Francisco;CA;1;PREMISE ADDRESS
1499;160922641;TRAFFIC STOP;2016-04-01;2016-04-01 17:09:00;CIT;1400 Block Of Masonic Av;San Francisco;CA;1;PREMISE ADDRESS
1500;160922642;TRAFFIC STOP;2016-04-01;2016-04-01 17:09:00;CIT;Kissling St/11Th St;San Francisco;CA;1;INTERSECTION
1501;160922643;AUDIBLE ALARM;2016-04-01;2016-04-01 17:08:00;PAS;300 Block Of Rey St;San Francisco;CA;1;PREMISE ADDRESS
1502;160922645;MUNI INSPECTION;2016-04-01;2016-04-01 17:09:00;NOT RECORDED;Geary Bl/Van Ness Av;San Francisco;CA;1;INTERSECTION
1503;160922646;STOLEN PROPERTY;2016-04-01;2016-04-01 17:07:00;HAN;2Nd St/Market St;San Francisco;CA;1;INTERSECTION
1504;160922648;MISSING ADULT;2016-04-01;2016-04-01 17:10:00;REP;100 Block Of Dore St;San Francisco;CA;1;PREMISE ADDRESS
1505;160922649;22500E;2016-04-01;2016-04-01 17:09:00;CIT;100 Block Of Mirabel Av;San Francisco;CA;1;PREMISE ADDRESS
1506;160922650;PASSING CALL;2016-04-01;2016-04-01 17:10:00;HAN;1St St/Mission St;San Francisco;CA;1;INTERSECTION
1507;160922657;TRAFFIC STOP;2016-04-01;2016-04-01 17:11:00;CIT;29Th Av/Geary Bl;San Francisco;CA;1;INTERSECTION
1508;160922663;MUNI INSPECTION;2016-04-01;2016-04-01 17:13:00;NOT RECORDED;Market St/2Nd St;San Francisco;CA;1;INTERSECTION
1509;160922667;ARREST MADE;2016-04-01;2016-04-01 17:13:00;REP;1000 Block Of Potrero Av;San Francisco;CA;1;PREMISE ADDRESS
1510;160922669;SUSPICIOUS PERSON;2016-04-01;2016-04-01 17:12:00;ADV;2600 Block Of Gough St;San Francisco;CA;1;COMMON LOCATION
1511;160922670;PASSING CALL;2016-04-01;2016-04-01 17:16:00;HAN;Mission St/Main St;San Francisco;CA;1;INTERSECTION
1512;160922672;SUSPICIOUS PERSON;2016-04-01;2016-04-01 17:16:00;ADV;700 Block Of Minna St;San Francisco;CA;1;PREMISE ADDRESS
1513;160922673;PANIC ALARM;2016-04-01;2016-04-01 17:16:00;NCR;1900 Block Of 26Th Av;San Francisco;CA;1;PREMISE ADDRESS
1514;160922674;SUSPICIOUS PERSON;2016-04-01;2016-04-01 17:17:00;ADV;2000 Block Of Mission St;San Francisco;CA;1;PREMISE ADDRESS
1515;160922676;PASSING CALL;2016-04-01;2016-04-01 17:17:00;HAN;900 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1516;160922678;DRUGS NEEDLES;2016-04-01;2016-04-01 17:16:00;ADV;Minna St/8Th St;San Francisco;CA;1;INTERSECTION
1517;160922679;SLEEPER;2016-04-01;2016-04-01 17:15:00;ARR;1900 Block Of Taraval St;San Francisco;CA;1;PREMISE ADDRESS
1518;160922683;22500F;2016-04-01;2016-04-01 17:18:00;GOA;200 Block Of Panorama Dr;San Francisco;CA;1;PREMISE ADDRESS
1519;160922684;JO;2016-04-01;2016-04-01 17:18:00;REP;Sutter St/Stockton St;San Francisco;CA;1;INTERSECTION
1520;160922686;PASSING CALL;2016-04-01;2016-04-01 17:20:00;HAN;Mission St/1St St;San Francisco;CA;1;INTERSECTION
1521;160922687;PASSING CALL;2016-04-01;2016-04-01 17:20:00;ADV;Quincy St/Pine St;San Francisco;CA;1;INTERSECTION
1522;160922690;SHOTS FIRED;2016-04-01;2016-04-01 17:20:00;NOM;0 Block Of Teddy Av;San Francisco;CA;1;PREMISE ADDRESS
1523;160922691;MENTALLY DISTURBED;2016-04-01;2016-04-01 17:20:00;ADV;2300 Block Of Van Ness Av;San Francisco;CA;1;PREMISE ADDRESS
1524;160922692;PASSING CALL;2016-04-01;2016-04-01 17:21:00;HAN;2000 Block Of Mission St;San Francisco;CA;1;PREMISE ADDRESS
1525;160922695;MUNI INSPECTION;2016-04-01;2016-04-01 17:21:00;HAN;900 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1526;160922698;FIGHT NO WEAPON;2016-04-01;2016-04-01 17:21:00;REP;900 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1527;160922699;911 HU;2016-04-01;2016-04-01 17:21:00;NCR;6300 Block Of Geary Bl;San Francisco;CA;1;PREMISE ADDRESS
1528;160922700;22500E;2016-04-01;2016-04-01 17:21:00;GOA;0 Block Of Beaver St;San Francisco;CA;1;PREMISE ADDRESS
1529;160922702;SUSPICIOUS VEHICLE;2016-04-01;2016-04-01 17:20:00;GOA;Mission St/Cesar Chavez St;San Francisco;CA;1;INTERSECTION
1530;160922704;DRUGS;2016-04-01;2016-04-01 17:18:00;CIT;Mission St/9Th St;San Francisco;CA;1;INTERSECTION
1531;160922705;TRAFFIC STOP;2016-04-01;2016-04-01 17:22:00;CIT;4Th St/Howard St;San Francisco;CA;1;INTERSECTION
1532;160922706;PURSE SNATCH;2016-04-01;2016-04-01 17:22:00;NOT RECORDED;800 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1533;160922707;THREATS / HARASSMENT;2016-04-01;2016-04-01 17:21:00;HAN;0 Block Of Essex St;San Francisco;CA;1;PREMISE ADDRESS
1534;160922708;COMPLAINT UNKN;2016-04-01;2016-04-01 17:21:00;CAN;2200 Block Of Geary Bl;San Francisco;CA;1;PREMISE ADDRESS
1535;160922710;FIGHT NO WEAPON;2016-04-01;2016-04-01 17:22:00;NOT RECORDED;900 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1536;160922712;MALE;2016-04-01;2016-04-01 17:15:00;HAN;200 Block Of Aptos Av;San Francisco;CA;1;PREMISE ADDRESS
1537;160922713;SUSPICIOUS VEHICLE;2016-04-01;2016-04-01 17:22:00;ADV;200 Block Of Corona St;San Francisco;CA;1;PREMISE ADDRESS
1538;160922715;PASSING CALL;2016-04-01;2016-04-01 17:24:00;NOT RECORDED;11Th St/Mission St;San Francisco;CA;1;INTERSECTION
1539;160922716;212 POSS;2016-04-01;2016-04-01 17:22:00;NOT RECORDED;900 Block Of Market St Ifo;San Francisco;CA;1;COMMON LOCATION
1540;160922717;WELL BEING CHECK;2016-04-01;2016-04-01 17:23:00;HAN;1100 Block Of Folsom St;San Francisco;CA;1;PREMISE ADDRESS
1541;160922718;MUNI INSPECTION;2016-04-01;2016-04-01 17:25:00;NOT RECORDED;1100 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1542;160922719;PASSING CALL;2016-04-01;2016-04-01 17:25:00;NOT RECORDED;Muni 4Th And Mission 14 Line;Not Recorded;CA;1;GEO-OVERRIDE
1543;160922721;518;2016-04-01;2016-04-01 17:22:00;HAN;Broadway/Battery St;San Francisco;CA;1;INTERSECTION
1544;160922722;MUNI INSPECTION;2016-04-01;2016-04-01 17:25:00;NOT RECORDED;11Th St/Mission St;San Francisco;CA;1;INTERSECTION
1545;160922723;ATT;2016-04-01;2016-04-01 17:21:00;GOA;1300 Block Of Market St;San Francisco;CA;1;PREMISE ADDRESS
1546;160922728;PASSING CALL;2016-04-01;2016-04-01 17:27:00;HAN;16Th St/Mission St;San Francisco;CA;1;INTERSECTION
1547;160922730;TRAFFIC STOP;2016-04-01;2016-04-01 17:27:00;CIT;15Th St/Mission St;San Francisco;CA;1;INTERSECTION
1548;160922733;7226;2016-04-01;2016-04-01 17:26:00;GOA;2800 Block Of Hyde St;San Francisco;CA;1;PREMISE ADDRESS
1549;160922735;FIGHT NO WEAPON DV;2016-04-01;2016-04-01 17:26:00;NOM;1800 Block Of Oak St;San Francisco;CA;1;PREMISE ADDRESS
1550;160922738;PAY;2016-04-01;2016-04-01 17:26:00;GOA;3Rd St/Evans Av;San Francisco;CA;1;INTERSECTION
1551;160922739;PASSING CALL;2016-04-01;2016-04-01 17:28:00;HAN;Muni Mission And 8Th Bus Stop 14 Line;Not Recorded;CA;1;GEO-OVERRIDE
1552;160922742;TRAFFIC STOP;2016-04-01;2016-04-01 17:28:00;CIT;Noriega St/34Th Av;San Francisco;CA;1;INTERSECTION
1553;160922743;BURGLARY;2016-04-01;2016-04-01 17:27:00;NOM;2500 Block Of Mission St;San Francisco;CA;1;PREMISE ADDRESS
1554;160922744;AUDIBLE ALARM;2016-04-01;2016-04-01 17:28:00;PAS;2100 Block Of North Point St;San Francisco;CA;1;PREMISE ADDRESS
1555;160922747;CUSTODY;2016-04-01;2016-04-01 17:26:00;UTL;0 Block Of Avenue Of The Palms;Treasure Isla;CA;1;COMMON LOCATION
1556;160922750;MUNI INSPECTION;2016-04-01;2016-04-01 17:30:00;HAN;11Th St/Mission St;San Francisco;CA;1;INTERSECTION
1557;160922751;MEET W/OFFICER;2016-04-01;2016-04-01 17:30:00;ND;Williams Av/Lucy St;San Francisco;CA;1;INTERSECTION
1558;160922752;MISSING ADULT;2016-04-01;2016-04-01 17:28:00;HAN;400 Block Of Avenue H;Treasure Isla;CA;1;PREMISE ADDRESS
1559;160922753;MUNI INSPECTION;2016-04-01;2016-04-01 17:31:00;HAN;1100 Block Of Market St;San Francisco;CA;1;COMMON LOCATION
1560;160922754;INDECENT EXPOSURE;2016-04-01;2016-04-01 17:29:00;CAN;100 Block Of Mcallister St;San Francisco;CA;1;PREMISE ADDRESS
1561;160922755;FIGHT NO WEAPON;2016-04-01;2016-04-01 17:31:00;PAS;1000 Block Of Post St;San Francisco;CA;1;PREMISE ADDRESS
1562;160922759;SUSPICIOUS VEHICLE;2016-04-01;2016-04-01 17:32:00;CIT;1500 Block Of Quesada Av;San Francisco;CA;1;PREMISE ADDRESS
1563;160922760;SUSPICIOUS VEHICLE;2016-04-01;2016-04-01 17:32:00;CIT;21St Av/Noriega St;San Francisco;CA;1;INTERSECTION
1564;160922761;SUSPICIOUS PERSON;2016-04-01;2016-04-01 17:33:00;CIT;Haight St/Ashbury St;San Francisco;CA;1;INTERSECTION
1565;160922764;TRAFFIC STOP;2016-04-01;2016-04-01 17:34:00;CIT;Mission St/16Th St;San Francisco;CA;1;INTERSECTION
1566;160922767;SUSPICIOUS PERSON;2016-04-01;2016-04-01 17:33:00;CAN;700 Block Of Market St;San Francisco;CA;1;PREMISE ADDRESS
1567;160922768;WELL BEING CHECK;2016-04-01;2016-04-01 17:30:00;HAN;600 Block Of Minna St;San Francisco;CA;1;PREMISE ADDRESS
1568;160922771;22500F;2016-04-01;2016-04-01 17:34:00;CIT;1500 Block Of York St;San Francisco;CA;1;PREMISE ADDRESS
1569;160922772;MISSING JUVENILE;2016-04-01;2016-04-01 17:32:00;HAN;100 Block Of Blythdale Av;San Francisco;CA;1;PREMISE ADDRESS
1570;160922773;HOMELESS COMPLAINT;2016-04-01;2016-04-01 17:35:00;GOA;Steuart St/Howard St;San Francisco;CA;1;INTERSECTION
1571;160922775;PASSING CALL;2016-04-01;2016-04-01 17:35:00;HAN;11Th St/Mission St;San Francisco;CA;1;INTERSECTION
1572;160922776;SUSPICIOUS PERSON;2016-04-01;2016-04-01 17:35:00;ND;4Th St/Market St;San Francisco;CA;1;INTERSECTION
1573;160922779;FRAUD;2016-04-01;2016-04-01 17:36:00;REP;1300 Block Of Eddy St;San Francisco;CA;1;PREMISE ADDRESS
1574;160922780;MEET W/CITIZEN;2016-04-01;2016-04-01 17:35:00;REP;1000 Block Of Green St;San Francisco;CA;1;PREMISE ADDRESS
1575;160922781;THREATS / HARASSMENT;2016-04-01;2016-04-01 17:36:00;GOA;2000 Block Of Market St;San Francisco;CA;1;PREMISE ADDRESS
1576;160922786;916;2016-04-01;2016-04-01 17:36:00;REP;Welsh St/5Th St;San Francisco;CA;1;INTERSECTION
1577;160922787;TRAFFIC STOP;2016-04-01;2016-04-01 17:38:00;CIT;Loomis St/Industrial St;San Francisco;CA;1;INTERSECTION
1578;160922788;PASSING CALL;2016-04-01;2016-04-01 17:38:00;HAN;16Th St/Mission St;San Francisco;CA;1;INTERSECTION
1579;160922789;HOMELESS COMPLAINT;2016-04-01;2016-04-01 17:37:00;CAN;2300 Block Of Filbert St;San Francisco;CA;1;PREMISE ADDRESS
1580;160922790;TRAFFIC STOP;2016-04-01;2016-04-01 17:38:00;CIT;Potrero Av/17Th St;San Francisco;CA;1;INTERSECTION
1581;160922793;SUSPICIOUS VEHICLE;2016-04-01;2016-04-01 17:38:00;GOA;1900 Block Of Quint St;San Francisco;CA;1;PREMISE ADDRESS
1582;160922795;PASSING CALL;2016-04-01;2016-04-01 17:39:00;HAN;Market St/Van Ness Av;San Francisco;CA;1;INTERSECTION
1583;160922797;CITIZEN ARREST;2016-04-01;2016-04-01 17:39:00;REP;900 Block Of Market St;San Francisco;CA;1;PREMISE ADDRESS
1584;160922798;22500E;2016-04-01;2016-04-01 17:39:00;CAN;2500 Block Of 34Th Av;San Francisco;CA;1;PREMISE ADDRESS
1585;160922799;MUNI INSPECTION;2016-04-01;2016-04-01 17:40:00;NOT RECORDED;Spear St/Mission St;San Francisco;CA;1;INTERSECTION
1586;160922800;MENTALLY DISTURBED;2016-04-01;2016-04-01 17:39:00;HAN;300 Block Of California St;San Francisco;CA;1;PREMISE ADDRESS
1587;160922801;PASSING CALL;2016-04-01;2016-04-01 17:40:00;HAN;3Rdst/Quesada;Not Recorded;CA;1;GEO-OVERRIDE
1588;160922802;MUNI INSPECTION;2016-04-01;2016-04-01 17:41:00;HAN;Fillmore St/Chestnut St;San Francisco;CA;1;INTERSECTION
1589;160922803;COMPLAINT UNKN;2016-04-01;2016-04-01 17:41:00;NOM;2700 Block Of Clement St;San Francisco;CA;1;PREMISE ADDRESS
1590;160922804;REP;2016-04-01;2016-04-01 17:39:00;HAN;1600 Block Of Sutter St;San Francisco;CA;1;PREMISE ADDRESS
1591;160922807;22500E;2016-04-01;2016-04-01 17:41:00;CIT;500 Block Of Roosevelt Wy;San Francisco;CA;1;PREMISE ADDRESS
1592;160922808;SUICIDE ATTEMPT;2016-04-01;2016-04-01 17:40:00;HAN;Haight St/Stanyan St;San Francisco;CA;1;INTERSECTION
1593;160922809;JJO;2016-04-01;2016-04-01 17:41:00;REP;600 Block Of Geary St;San Francisco;CA;1;PREMISE ADDRESS
1594;160922812;PASSING CALL;2016-04-01;2016-04-01 17:43:00;HAN;Muni Van Ness And Grove Muni Bus Stop;Not Recorded;CA;1;GEO-OVERRIDE
1595;160922814;TRAFFIC STOP;2016-04-01;2016-04-01 17:43:00;CIT;Loomis St/Industrial St;San Francisco;CA;1;INTERSECTION
1596;160922815;MALE;2016-04-01;2016-04-01 17:40:00;GOA;Ellis St/Steiner St;San Francisco;CA;1;INTERSECTION
